Tweet,Sentiment Score,Sentiment Magnitude
"“Y descubrí que, para ser uno de los oradores más efectivos que ha tenido Colombia, llama la atención que sea tan convincente como ignorante.” ",0.699999988,0.699999988
"La historia, según Petro. ",0.100000001,0.100000001
Por: María Isabel Rueda. ,0,0
¿Qué se creen? ,0.100000001,0.100000001
- Periódico Debate María Andrea Nieto@. ,0,0
Sindicalistas rechazan bloqueos - Sectores - Economía -. ,0,0
"“Y descubrí que, para ser uno de los oradores más efectivos que ha tenido Colombia, llama la atención que sea tan convincente como ignorante.” ",0.699999988,0.699999988
"La historia, según Petro. ",0.100000001,0.100000001
Por: María Isabel Rueda Parte 3. ,0,0
Urgencia parlamentaria de soluciones sociales para la juventud y la pobreza; frente a la violencia disuasión policiva y militar. ,0.200000003,0.200000003
El avance del comunismo en Iberoamérica – La Linterna Azul Federico Jiménez D. ,0.200000003,0.200000003
"“Y descubrí que, para ser uno de los oradores más efectivos que ha tenido Colombia, llama la atención que sea tan convincente como ignorante.” ",0.699999988,0.699999988
"La historia, según Petro vía @eltiempo. ",0.100000001,0.100000001
"“Las 20 mil hrs de coca del Cauca generan 4 billones de pesos al año, igual al Presupuesto de Cali” Alejandro Eder. ",0.200000003,0.200000003
"Pimpolla, los bálsamos de la naturaleza. ",0.800000012,0.800000012
"Huila, ejemplo cafetero, líder piscícola, turismo muy variado, de nuevo martirizado por Farc. ",0.5,0.5
Toda la solidaridad y el llamado a la comunidad para apoyar e informar a la Fuerza Pública. ,0.699999988,0.699999988
La situación social y de orden público necesita decisiones muy rápidas de los partidos que apoyan y del Gobierno. ,0.100000001,0.100000001
La preocupación por la democracia es muy grande. ,0.300000012,0.300000012
Gracias dr Horacio. ,0.800000012,0.800000012
Leguleyadas contra la asistencia militar vía @eltiempo. ,0,0
Ojo con quienes apuestan a que todo vaya mal vía @larepublica_co. ,-0.200000003,0.200000003
"Comunidad informa: Del Huila “ Por favor llevamos 34 días secuestrados que nos hagan destapar la via Guadalupe Florencia, muchas gracias”. ",0.200000003,0.200000003
"Cali, autoridades permisivas con los bloqueos contribuyen a destruir la democracia y a sustituirla por la dictadura de las vias de hecho. ",-0.200000003,0.200000003
"Cali, las autoridades permisivas con la violencia destruyen la democracia e imponen la dictadura de las vias de hecho. ",0,0
Ospina abandonó a Cali. ,-0.100000001,0.100000001
"Pide Gobernador del Amazonas “De operar vacunación privada que se cobre a los estratos altos y se promueva en destinos turísticos de Colombia, que no sigan yendo al extranjero”. ",0,0
"En @WRadioColombia 02/06/21 ""El Gobierno que superó el paramilitarismo, fue el Gobierno que me permití dirigir entre 2002 y 2010. ",0.300000012,0.300000012
"Con la legítima defensa que se generaliza, la justicia privada, se puede volver a ese momento que sería muy grave para el país"". ",0.200000003,0.200000003
"Con la definición Constitucional de Medellín como Distrito de Ciencia y Tecnología se hace pequeña contribución para que la ciudad sea centro de saber, con bases como la Escuela de Minas, los ingenieros, los médicos, y lo nuevo como RutaN. ",0.400000006,0.400000006
"Minjusticia “El Presidente de la República es el Jefe del Órden Público, de acuerdo con la Constitución. ",0.200000003,0.200000003
Sus decisiones no pueden desconocerse por gobernadores o alcaldes”. ,0,0
"Gracias a los congresistas Santiago Valencia y Margarita Restrepo, ponentes en Senado y Cámara del Proyecto Medellín Distrito Tecnológico, ya aprobado. ",0.5,0.5
Y a todos los congresistas que apoyaron la iniciativa. ,0.400000006,0.400000006
"Y cuál es la autoridad del Gbno de Bogotá, fuera de declaraciones y peleas políticas!. ",0.100000001,0.100000001
"Felicitaciones comunidad de Ubaque, Cundinamarca, y muy respetada Alcaldesa. ",0.899999976,0.899999976
Hoy celebramos el día del campesino inaugurando oficina del @BancoAgrario en Ubaque. ,0.300000012,0.300000012
"Resultados tangibles: mas crédito de fomento para campesinos, micro empresarios y jóvenes, más emprendimiento, así se construye país en este gobierno del presidente @IvanDuque. ",0,0
Bien por los jóvenes del Chocó. ,0.800000012,0.800000012
"Ahora que la Universidad haga un esfuerzo grande en ampliación de cobertura digital, virtual o híbrida. ",0.5,0.5
#URGENTE: Comité de paro ordena desbloqueo de vías en medio de manifestaciones en Colombia. ,0.100000001,0.100000001
Señaló que el presidente Iván Duque ya no tiene más excusas para iniciar una negociación.SemanaNoticias. ,0,0
Al aire en @CMILANOTICIA con @YamidAmatCMI “Ojalá la situación económica se normalice y el gobierno avance por un camino de autoridad y de soluciones sociales”. ,0.300000012,0.300000012
“Tengo confianza que el presidente Duque con su inteligencia vaya conduciendo el país en el camino de superar esta dificultad” EN VIVO con la @WRadioColombia. ,0,0
“No más bloqueos a nuestros campesinos”. ,0,0
"Cuidado, tienen el formato internacional, paran la violencia y en cualquier momento la reinician. ",-0.300000012,0.300000012
Urgente trámite en el Congreso de ley social e impuestos de los más pudientes para ampliar la política social. ,0.100000001,0.100000001
"En Colombia la violencia pretende imponer el socialismo en su línea blanda o en su línea dura, igualmente destructor Entrevista completa con @edufeiok en @lanacionmas:. ",-0.100000001,0.100000001
Entrevista en @asiamanecio de WQ Radio Ecuador No podemos permitir que nuestra democracia sea versión de Cuba o Venezuela o corra los riesgos de Chile. ,-0.300000012,0.300000012
"En @WRadioColombia 02/06/21 ""Hemos pedido también que no se puede negociar con violentos, por eso creemos que el Gobierno debe resolver ya con el Congreso, el tema tributario con una nueva Reforma que pague el sector más pudiente para resolver los problemas sociales"". ",0,0
En vivo en @lanacionmas con @edufeiok “Socialismo duro o socialismo blando le haría un inmenso daño a Colombia”. ,0,0
EN VIVO @lanacionmas con @edufeiok “Hemos pedido dos cosas: soluciones de autoridad con eficacia y transparencia y urgente soluciones sociales”. ,0.400000006,0.400000006
Por qué el Gbno insiste en darle privilegios al CRIC que bloquea y promueve violencia! ,-0.300000012,0.300000012
"Hay tantos indígenas diferentes, de verdad razonables. ",0.899999976,0.899999976
Leer al compatriota indígena Antonio Vitonas. ,0.100000001,0.100000001
Al aire en CM&amp; La Noticia con Yamid Amat “No podemos permitir que nuestra democracia sea versión de Cuba o Venezuela o corra los riesgos de Chile”. ,-0.200000003,0.200000003
"Desbloqueos no son por buena fe de miembros del paro, son por trabajo de fuerza pública: MinInterior. ",-0.300000012,0.300000012
"En Colombia la violencia pretende imponer el socialismo en su línea blanda o en su línea dura, igualmente destructor. ",-0.100000001,0.100000001
"En @WRadioColombia 02/06/21 “Yo confío que las decisiones que tomó el presidente el viernes en Cali y que habían sido también pedidas en un comunicado del CD(.) estén cambiando para bien la situación, que eso dio una señal de autoridad muy importante”. ",0.300000012,0.300000012
Indígenas del CRIC siguen con los bloqueos. ,0,0
"Hoy, algunos de ellos embriagados, echaron con insultos y gases a una delegación de altos funcionarios del Gbno que fue a dialogar. ",-0.300000012,0.300000012
Con estos autoridad. ,0.300000012,0.300000012
Para dialogar hay muchos compatriotas indígenas razonables. ,0.800000012,0.800000012
"Crisis de TransMilenio: por pandemia y paro, el sistema tendría déficit de $ 2,3 billones. ",0,0
"Ojo con formato de negociación de algunos promotores del Paro y sus patrocinadores políticos: “Reclamo violencia acuerdo, nuevo reclamo reaparece violencia, hasta elecciones para imponer el socialismo” Socialismo destruye línea dura expropiaciones o blanda de restricciones,. ",-0.400000006,0.400000006
"Que se rechace esta amenaza; Insistir y apoyar la autoridad firme y transparente que pare la destrucción del país, frene la violencia que incita a la justicia privada y sin negociar con el chantaje violento acelere la ampliación de la política social. ",-0.100000001,0.100000001
"Bucaramanga hoy Qué las calles de Colombia se llenen de espíritus alegres, trabajadores, emprendedores, estudiosos, contrarios a la violencia. ",0.200000003,0.200000003
"Qué los ciudadanos apoyen a las FFAA, a la autoridad legítima y efectiva; Qué los ciudadanos pidan acelerar la ampliación de la política social; Qué las calles de Colombia se llenen de espíritus alegres, trabajadores, emprendedores, estudiosos, contrarios a la violencia. ",0.100000001,0.100000001
"Y el Gbno de Medellín se luce negando la autoridad “Guayaquil, asfixiado por el virus y bloqueos”via @ElColombiano. ",0.100000001,0.100000001
"En @BluRadioCo 31/05/21 ""Si la ciudadanía siente que ahí está la autoridad protegiéndola, esa ciudadanía con la autoridad se declara conforme y no tiene que pensar en aquello de la legítima defensa o de la organización privada de defensa que termina en criminalidad"". ",0,0
"Al aire en @NTN24 @NTN24Zoom “Las decisiones que tomó el presidente de la República el viernes en Cali muestran un horizonte diferente, nosotros las aplaudimos”. ",0.200000003,0.200000003
"En @BluRadioCo 31/05/21 ""Un gran despliegue total de la Fuerza Pública, distribuyendo la ciudad bajo responsabilidades: tal General es responsable de tal parte(.)Coronel usted responde para que en esta área no haya bloqueos, no haya violencia y no haya violación de DH"". ",0.100000001,0.100000001
"Entrevista con Eduardo Feinman en @Rivadavia630 “Aquí están jugando unos grupos extremistas con la violencia, a que este caos siga y a obtener un resultado electoral el año entrante”. ",-0.200000003,0.200000003
Ciudadanos de Cali “el bloqueo me quitó el empleo; perdí mi pequeño negocio”. ,0,0
"En @BluRadioCo 31/05/21 ""Las decisiones que el presidente anunció en Cali el pasado viernes, son muy útiles, rescatan el concepto de autoridad, autoridad efectiva y transparente. ",0.600000024,0.600000024
"Si eso se ejecuta tiene que parar la violencia"". ",0.100000001,0.100000001
Al aire en @BluRadioCo “Separemos lo que es la protesta social de todos los actos de violencia”. ,0,0
"Un mes de destrucción indica que hay fallas de autoridad, y celebro que se corrijan. ",-0.100000001,0.100000001
Entrevista @ELTIEMPO. ,0,0
"Hay 40 mil pequeños negocios informales por rescatar en Bogotá, que nuestro Gbno Nal lo lidere como también la seguridad. ",0.300000012,0.300000012
"Al Gobierno le ha faltado autoridad, me preocupan los civiles armados: Álvaro Uribe. ",-0.100000001,0.100000001
Barranquilla apoya el orden y a la Fuerza Pública. ,0.600000024,0.600000024
"Para implementar la gratuidad no se requieren aportes de recursos propios de las instituciones, adicionales a los. ",0.200000003,0.200000003
vía @eltiempo. ,0,0
"Cómo así que el concepto de autoridad del Gbno de Bogotá es dejar que masacren a la indefensa policía y destruyan los bienes públicos y privados, y curarse con vocablos sin producir hechos!. ",-0.100000001,0.100000001
"Hombre cargaba fajos de dinero, al parecer, para pagarles a vándalos en puntos de bloqueo en Cali. ",-0.200000003,0.200000003
"Qué las calles de Colombia se llenen de espíritus alegres, trabajadores, emprendedores, estudiosos, contrarios a la violencia Medellín. ",0.200000003,0.200000003
"Al compositor Ricardo Molina y a sus 9 hermanos nuestra solidaridad de corazón por el fallecimiento de su señora madre Doña María, quien tanto nos apoyó y que le pedimos nos ayude desde el cielo. ",0.5,0.5
Nuestra solidaridad de corazón a la MinTic Karen Abudinen y a toda su familia por el fallecimiento de su madre Joussette. ,0.5,0.5
Lo mejor que pueden hacer el Gbno y el Congreso es acelerar la ampliación de la política social y sus recursos “La nueva reforma no tocará a la clase media’: ministro de Hacienda - Sectores - Economía -. ,0.400000006,0.400000006
Etapa 21 del Giro de Italia en directo: Senago - Milán vía @marca. ,0.100000001,0.100000001
"Avanzan en las calles de Colombia ciudadanos de trabajo que quieren orden, tranquilidad, autoridad y equidad Bogotá. ",0.600000024,0.600000024
"Avanzan en las calles de Colombia ciudadanos de trabajo que quieren orden, tranquilidad, autoridad y equidad. ",0.699999988,0.699999988
Cartagena. ,0.200000003,0.200000003
Video: con bazucas artesanales cargadas con pólvora atacan a la Policía en disturbios de Medellín. ,0,0
"Con muchísimo dolor informo que ha fallecido mi gran amigo el alcalde por el @CeDemocratico de Betulia, Santander, Ángel Miro Melo. ",0.100000001,0.100000001
Mis condolencias a su señora esposa Lina María y demás familiares. ,0.400000006,0.400000006
"Por favor cuídense, el Covid es un virus traicionero. ",-0.400000006,0.400000006
Paz en su tumba 🙏. ,0.600000024,0.600000024
Duele nuestra democracia!. ,-0.100000001,0.100000001
¡Egan gracias! ,0.899999976,0.899999976
"Qué momento de felicidad para Colombia, tan oportuno y tan necesario. ",0.899999976,0.899999976
"Nuestra solidaridad de corazón a toda la familia de Eduardo Posada Vélez quien ha fallecido en Concordia, Antioquia. ",0.5,0.5
"Avanzan en las calles de Colombia ciudadanos de trabajo que quieren orden, tranquilidad, autoridad y equidad. ",0.699999988,0.699999988
Bogotá. ,0.200000003,0.200000003
El Senador a qué país se referirá!. ,0.200000003,0.200000003
Fotos: vándalos saquearon las instalaciones del Jardín Botánico de Medellín. ,0.200000003,0.200000003
General Jorge Luis Vargas: “Era el encargado de la reactivación urbana de la Segunda Marquetalia en Cali y en las ciudades principales del Valle del Cauca. ,0.200000003,0.200000003
"De igual manera, recibía plata a través de …comprando, armas y explosivos”. ",0.300000012,0.300000012
"El partido Centro Democrático rechaza cualquier negociación con el Comité del Paro, negociar con bloqueos y violencia, es continuar la destrucción de la democracia Segundo punto:. ",-0.200000003,0.200000003
"El partido Centro Democrático rechaza cualquier negociación con el Comité del Paro, negociar con bloqueos y violencia, es continuar la destrucción de la democracia Tercer punto:. ",-0.200000003,0.200000003
La nueva líder española Isabel Díaz Ayuso con Eduardo Feinmann en LN,0,0.200000003
"El partido Centro Democrático rechaza cualquier negociación con el Comité del Paro, negociar con bloqueos y violencia, es continuar la destrucción de la democracia Cuarto punto:. ",-0.200000003,0.200000003
"Avanzan en las calles de Colombia ciudadanos de trabajo que quieren orden, tranquilidad, autoridad y equidad. ",0.699999988,0.699999988
Medellín. ,0.200000003,0.200000003
Nuestra solidaridad de todo corazón. ,0.800000012,0.800000012
Revelan cómo giraron dineros desde Venezuela a alias ‘Richard’ para financiar violencia en Cali. ,0,0
"El partido Centro Democrático rechaza cualquier negociación con el Comité del Paro, negociar con bloqueos y violencia, es continuar la destrucción de la democracia. ",-0.200000003,0.200000003
"El partido Centro Democrático rechaza cualquier negociación con el Comité del Paro, negociar con bloqueos y violencia, es continuar la destrucción de la democracia Primer punto:. ",-0.200000003,0.200000003
¡Basta por el amor de Dios!😢. ,0.200000003,0.200000003
"Comunidad informa: “Una empresa avícola, con galpones en Quindío, Valle y Risaralda, puede perder en las próximas hrs 8 mill de aves por falta de comida, por parálisis de la producción de concentrados que necesita materias primas de Buenaventura”. ",0,0
"Comunidad informa: “Hospitales San Pedro e Infantil de Pasto sin insumos por bloqueos, piden urgente ayuda de la Fuerza Aérea”. ",0,0
Hasta cuándo esta humillación a los policías de Colombia! ,0.300000012,0.300000012
Así destruyen nuestra democracia. ,0,0
Fortalecer y apoyar a la policía. ,0.5,0.5
"Una cosa es resolver los problemas sociales de Buenaventura; Otra muy distinta, inaceptable, es que el Comité de Paro mantenga los bloqueos, pretenda sustituir la autoridad y regule qué sale y qué no sale, cuántos camiones y qué días!. ",-0.300000012,0.300000012
"No hay derecho, y que no estén en la cárcel. ",-0.100000001,0.100000001
"SOS Ciudad Jardín, Cali,. ",0.100000001,0.100000001
Montería apoya a la Fuerza Pública. ,0.200000003,0.200000003
Las Fuerzas Militares y Policía son para la garantía de autoridad. ,0.400000006,0.400000006
Con profesionalismo y dirección de altos oficiales en cada evento se asegura que las armas sean fundamentalmente disuasivas de la violencia. ,0.400000006,0.400000006
"El Paro no es autoridad, menos con la violencia mezclada. ",-0.300000012,0.300000012
Políticos que intervienen?. ,0,0
El Congreso haría el mayor bien si aprueba con celeridad unos impuestos que pague el sector más pudiente del país para ampliar de inmediato las políticas sociales y de juventud. ,0,0
Roban Transmilenio en el Portal Américas de la ciudad de Bogotá. ,0.300000012,0.300000012
SOS Popayán. ,0.200000003,0.200000003
María Andrea Nieto. ,0.200000003,0.200000003
Edificio empresarial en la ciudad de Cali. ,0.100000001,0.100000001
Estos fueron los puntos clave en las manifestaciones de Chile y Colombia vía @larepublica_co. ,0.200000003,0.200000003
En Pasto en un mes de protestas se han perdido 900 empresas. ,0,0
SENDERO LUMINOSO REACCIONA ANTE EL INMINENTE TRIUNFO DE KEIKO vía @Políticos. ,0.100000001,0.100000001
Más amenazas contra Cali. ,-0.300000012,0.300000012
La atención a la inconformidad de los jóvenes y la respuesta a la pobreza agravada por la pandemia son urgentes; como también es de suma urgencia el rechazo firme a la violencia. ,0.200000003,0.200000003
"Comunidad informa: Cali “Paralizados y secuestrados los pequeños talleres industriales, que generan empleo en los barrios de la ciudad”. ",0.100000001,0.100000001
"Algunos analistas califican a Keiko Fujimori de populista de derecha para equipararla a su contraparte neo comunista; El populismo entusiasma y no soluciona; @KeikoFujimori garantiza expansión económica, soluciones sociales y construcción de fraternidad peruana. ",0,0
"La situación fiscal de la nación y la necesidad de financiar políticas de juventud y de superación de pobreza no dan espera, se necesita aprobar los recursos que paguen los más pudientes. ",-0.100000001,0.100000001
Protestas: Gobierno condiciona negociación a desbloqueo de vías. ,0.100000001,0.100000001
Comunicado de CONFENAGROC: “125 mil familias campesinas clamamos por el fin de los bloqueos”. ,0.200000003,0.200000003
"Comunidad informa: Cali “63 estaciones de combustible vandalizadas, 20 totalmente, 3 todavía invadidas”. ",0.100000001,0.100000001
Sindicato Nacional de Trabajadores de la Industria Agropecuaria rechaza actos de vandalismo y bloqueos que están generando que varias empresas paren su producción y lleguen al cierre. ,-0.100000001,0.100000001
"Sustitución de la autoridad legítima: El Paro de Buenaventura da permiso y define cuántos camiones pueden entrar y salir, los días y los productos autorizados. ",0.300000012,0.300000012
"Se pierde la autoridad, se pierde el Estado y avanza el camino de más anarquía y de más violencia. ",-0.300000012,0.300000012
Comunidad informa: “En riesgo de perder el empleo formal 32 mil personas en el Cauca por el bloqueo destructor de la actividad productiva”. ,0.100000001,0.100000001
"Muchos empresarios y dirigentes del sector privado han tratado de congraciarse con candidatos socialistas, a quienes temen, y terminan expropiados. ",0.200000003,0.200000003
El camino es resolver los problemas sociales en entendimiento con sectores medios y populares. ,0.5,0.5
"Comunidad informa: “42% empresas Valle-Cauca cerradas, 41% restringidas, qué pasará en el Cauca, Nariño, Risaralda con enorme afectación” Se ha perdido el 20% avícola, (Valle 30% Nal) Buenaventura necesita movilizar 3 mil tractomulas día, las caravanas militares movilizan 50. ",0,0
"Armenia, los ciudadanos en las calles defienden la democracia. ",0,0
Apoyamos la autoridad contra la violencia y las políticas sociales para superar la pobreza. ,0.100000001,0.100000001
"Tengamos cuidado con el terrorismo en movimiento, pagado y estimulado por políticos que va de una ciudad a otra. ",-0.200000003,0.200000003
"La policía tiene todos los protocolos que exigen los Derechos Humanos; Lo que se necesita es apoyo general, sostenido y fuerte, y hacerla respetar; Que no haya indiferencia. ",0.400000006,0.400000006
Trabajando y estudiando y conversando y pidiendo autoridad y equidad y recibiendo respuestas oficiales todo puede cambiar para bien. ,0.600000024,0.600000024
Emocionante ejemplo de Cali. ,0.100000001,0.100000001
"Marcha de hoy en la gabarra - Catatumbo N de S, contra los bloqueos. ",0.300000012,0.300000012
VERRACOS! ,0.5,0.5
"Dan la ejemplo de patriotismo, cividad, valentía sin miedo ni concesiones Legítimo y pacifico reclamó ASCAMACT Y ASUNCAT NO DIVIDAN MÁS AL PUEBLO ! ",0.200000003,0.200000003
No MAS BLOQUEOS! ,0,0
- decían los manifestantes - 👏🏾👏🏾. ,0,0
Pitalito también. ,0.5,0.5
"Neiva libre, Con su laboriosidad; Tranquilidad garantizada por las autoridades; Políticas sociales que superen pobreza; Educación y emprendimiento. ",0.5,0.5
#PlenariaSenado ¿Quién eligió al Comité del Paro? ,0.200000003,0.200000003
¿Qué legitimidad tienen unos sindicalistas que hasta su propia elección es cuestionada?. ,0.100000001,0.100000001
Ellos deben ser judicializados por los niños muertos. ,0,0
"Cali libre, un ejemplo: Ciudadanos trabajando; Autoridades que garanticen tranquilidad; Políticas sociales que eliminen pobreza; Educación y emprendimiento. ",0.300000012,0.300000012
Incendian Palacio de Justicia de Tuluá. ,0.100000001,0.100000001
"Colombianos en las calles por el orden, la tranquilidad, el derecho al trabajo, las soluciones sociales y el apoyo a la democracia. ",0.5,0.5
Cali Libre: un ejemplo de liderazgo comunitario. ,0.5,0.5
Caleños mostrando su respaldo a la Fuerza Pública. ,0.400000006,0.400000006
"Comunidad informa: “Grupos móviles motorizados de vándalos se trasladan de un lugar a otro, en la tarde se veían merodeando en Tuluá”. ",0.200000003,0.200000003
"Ibaguereños convocan protesta, contra el Paro Nacional y los bloqueos. ",0,0
Gran ejemplo sindical de la CGT de Antioquia. ,0.200000003,0.200000003
A esta hora hablamos con Enrique Santos de @iHeartRadio en Miami “Colombia no puede demorar más la ampliación de soluciones sociales de los jóvenes y de la pobreza extrema”. ,0,0
Un ejemplo de valor civil. ,0.5,0.5
"Colombianos en las calles por el orden, la tranquilidad, el derecho al trabajo, las soluciones sociales y el apoyo a la democracia. ",0.5,0.5
"Colombia tiene dos seguridades, el valor civil de la ciudadanía como la manifestación de ayer en Cali y la Fuerza Pública. ",0.200000003,0.200000003
"Defendamos a la Fuerza Pública, no más humillaciones. ",0,0
Admirables estos compatriotas del Catatumbo. ,0.200000003,0.200000003
"Popayán, mantiene su liderazgo de libertad a pesar del martirio de los violentos. ",0.699999988,0.699999988
"Otro día: Trabajadores sin poder ir a la empresa, próximos a que no puedan pagarles el salario; Empresarios grandes y pequeños, viendo que desaparecen sus negocios; La salud bloqueada; La policía humillada; Corazones resentidos que reclaman autoridad y políticas sociales. ",-0.200000003,0.200000003
Cierto: Al Pte Duque le montaron saboteo y violencia desde su elección; Pero: Aumento d pobreza por pandemia y reforma tributaria generaron gran inconformidad social; Necesidad: Políticas sociales y recursos pagados por ls más pudientes; Autoridad frente violencia y bloqueos. ,0,0
"Al estilo Santos que en el relacionamiento con la prensa utilizó contratos, adjudicaciones de único proponente, etc. ",0.200000003,0.200000003
"El totalitarismo no es la discusión, empieza con el sometimiento económico y se afianza con la mordaza. ",0,0
"Qué dolor, la niña muere en em bloqueo criminal de La Delfina, Valle del Cauca. ",-0.300000012,0.300000012
"Falleció en Montería don William Chagüi, agricultor y generador de empleo muy destacado, tío de la senadora Ruby Chagüi. ",0.699999988,0.699999988
A toda la familia nuestra solidaridad. ,0.899999976,0.899999976
"Felicitaciones y todos los éxitos al Presidente Guillermo Lasso, a la hermana Ecuador. ",0.899999976,0.899999976
Saludo agradecido al Presidente Lenín Moreno por su solidaridad con Colombia. ,0.899999976,0.899999976
"(Mayo 24-1822, Batalla en las faldas del Pichincha, Quito, héroe el Mariscal Antonio José de Sucre). ",0.200000003,0.200000003
"Colombia No Será Sede de la Copa América | ""Me duele mi país de _____"":. ",-0.300000012,0.300000012
vía @YouTube César Augusto Londoño. ,0,0
Ha muerto Paul Sebastián Orozco por COVID mi asesor en Popayán. ,-0.200000003,0.200000003
Estuvo con nosotros desde que empezamos a recoger firmas para conformar el @CeDemocratico. ,0.5,0.5
Tenía apenas 30 años. ,0.300000012,0.300000012
"Era talentoso, inteligente, amoroso. ",0,0
"Un abrazo a su madre, familia y amigos. ",0.699999988,0.699999988
Dios lo abrace. ,0,0
😭. ,0.100000001,0.100000001
"Entrevista @lafm 24/05/21 ""Yo lo hablé con el presidente Duque, se lo informé en tiempo real, yo creo que esas visitas no se pueden denominar como gestiones"". ",-0.100000001,0.100000001
(Qué desprecio por la vida y por los niños!). ,0.5,0.5
Diálogo entre Keiko Fujimori y Mario Vargas Llosa. ,0.200000003,0.200000003
vía @YouTube. ,0,0
Nos duele el fallecimiento por COVID del patrullero de la Policía José Herrera. ,-0.200000003,0.200000003
Toda la solidaridad a la familia en la ciudad de Montería. ,0.699999988,0.699999988
"Otros no anunciaron expropiaciones mientras eran candidatos, estamos avisados. ",0,0
@C1Palomino. ,0,0
"La muerte de niños y la escasez de oxígeno en los hospitales muestran que los corredores humanitarios, que ofrecen algunos promotores de bloqueos, son tan humillantes como las pruebas de supervivencia de secuestrados torturados, tras alambradas y en estado de inanición. ",0,0
Juan David Escobar. ,0.200000003,0.200000003
Paz y diplomacia al servicio de las revueltas. ,0.800000012,0.800000012
"Nos duele mucho la partida de Paul Sebastián, nuestra solidaridad con su familia y con la senadora Paloma Valencia de quien era asesor. ",-0.100000001,0.100000001
"La muerte de niños y la escasez de oxígeno en los hospitales muestran que los corredores humanitarios que ofrecen algunos promotores de bloqueos son tan humillantes como las pruebas de supervivencia de secuestrados torturados, tras alambradas y en estado de inanición. ",-0.100000001,0.100000001
"Entrevista @lafm 24/05/21 ""Desde mi punto de vista personal si el ELN quiere la paz, debería darle una tranquilidad al país, decretar un cese de actividades criminales durante largo tiempo, darle confianza al país"". ",-0.300000012,0.300000012
"Mayo 24, día de María Auxiliadora. ",0.200000003,0.200000003
"Al aire en @lafm “Si el ELN quiere la paz, debería haber un cese de actividades criminales por largo tiempo”. ",-0.100000001,0.100000001
Los bloqueos levantados por la Fuerza Pública en el Centro y SurOccidente del país muestran que donde ejercen autoridad ésta se respeta. ,0.400000006,0.400000006
Urgen soluciones sociales e ingresos pagados por los más pudientes; Pero la autoridad no la pueden usurpar promotores del Paro y de bloqueos. ,-0.200000003,0.200000003
La horripilante decisión de la Corte Constitucional Via @Las2orillas. ,0,0
"La reforma tributaria retirada fracasó primero en la opinión pública, después en el Congreso. ",0.200000003,0.200000003
"La nueva, que pagarían los más pudientes para financiar la política social necesita que el Gbno la legitime primero ante la opinión pública. ",0,0
A punto de desaparecer la industria piscícola del Huila porque los bloqueos han impedido la llegada de los concentrados. ,-0.300000012,0.300000012
"Más empleos que se pierden, más ruina. ",0.100000001,0.100000001
Editorial Semanal &lt;small&gt;&lt;br&gt; Petro: el exguerrillero que lidera la destrucción de Colombia vía @Colombian Herald. ,0,0
"Los violentos están acabando con la economía, así buscan el poder en 2022. ",-0.100000001,0.100000001
"En Cali bloquen urbanizaciones, extorsionan a los moradores, imponen horarios de entradas y salidas. ",0.300000012,0.300000012
Hay clamor de autoridad. ,0.5,0.5
Agencia internacional reportó alto grado de desinformación en medio de las protestas vía @larepublica_co. ,0.100000001,0.100000001
No sumemos otro error: la demora para tomar decisiones. ,-0.100000001,0.100000001
"Si en Gbno explica esta situación y las soluciones sociales más los recursos que pagarían los más pudientes, la opinión ayudaría a superar obstáculos políticos. ",0.100000001,0.100000001
Entrevista en Notimundo de Ecuador. ,0.300000012,0.300000012
"“La protesta social es espontánea, respetable, la violencia es rechazable, viene de atrás y es orquestada”. ",0,0
Violentos y sus promotores políticos: han destruido enorme capacidad productiva; privaron a la ciudadanía del esparcimiento de la Copa America; y juegan a elecciones para destruir la democracia. ,-0.300000012,0.300000012
"Comunidad informa: “Acaban de secuestrar a Sebastián Londoño en Aguachica, sur del Cesar”. ",0.100000001,0.100000001
"El dr Miguel Ceballos es una muy buena persona, qué le voy a contestar yo que tengo tantos enemigos malas personas!. ",0.699999988,0.699999988
"Si la reforma tributaria la pagarían solamente los más pudientes, y es para ampliar políticas sociales y de juventud, el Gbno debería explicarla a la ciudadanía, presentarla al Congreso, que en la discusión se den las audiencias. ",0,0
Lo socialmente correcto no debería dar temor. ,0.300000012,0.300000012
A esta hora participamos en el conversatorio “Perú y Venezuela: Paralelismo de una crisis política” de la Universidad Peruana de Ciencias Aplicadas. ,0,0
En vivo aquí:. ,0,0
La otra resistencia. ,0.100000001,0.100000001
"La OI del Trabajo protege la huelga y la protesta general, no la violencia. ",0.600000024,0.600000024
Derechos sindicales y libertades civiles: “224. ,0.100000001,0.100000001
Los principios de la libertad sindical no protegen extralimitaciones en actos de protesta que consistan en acciones de carácter delictivo.”. ,0.100000001,0.100000001
Comunidad informa: “Quieren atacar comercios que no apoyen el Paro en Caldas - Antioquia”. ,0,0
¿Habrá manera de evitar que quiebren al país?. ,-0.100000001,0.100000001
"La pérdida del grado de inversión tendrá efectos graves de no hacer la reforma, será manejable si se adelanta la reforma de gasto social, austeridad burocrática y aumento de ingresos que paguen los más pudientes. ",0,0
Urgencia: La ley social para superar la pobreza; con austeridad en el Estado; y fuentes que paguen los más pudientes. ,0.100000001,0.100000001
Gobierno anuncia beneficios para que jóvenes adquieran vivienda propia. ,0.200000003,0.200000003
¿Habrá manera de evitar que quiebren al país?. ,-0.100000001,0.100000001
Cuentas troll del paro en Colombia. ,0,0
